StationCode,New_Lat,New_Long,AREA_SQKM,AtmCa,AtmMg,AtmSO4,BDH_AVE,CaO_Mean,ELEV_RANGE,EVI_MaxAve,KFCT_AVE,LPREM_mean,LST32AVE,MAX_ELEV,MAXWD_WS,MEANP_WS,MgO_Mean,MINP_WS,N_MEAN,P_MEAN,PPT_00_09,PRMH_AVE,PSA6,PSA8,S_Mean,SITE_ELEV,SumAve_P,TEMP_00_09,TMAX_WS,UCS_Mean,XerMtn,XWD_WS
201RDW780,37.87694128,-122.5811181,16.371,0.04582503,0.049679684,0.293664506,1.447318943,2.904304833,769,4949.035849,0.20365486,-1.132974556,21.44230769,785,8.442307692,1084.051282,26.79529331,2.523809524,0.000307583,0.00557682,83818.29688,1.806101491,Chaparral,Coastal Chaparral,0.119196943,16,919.8803819,1832.099976,227.1904762,123.4410608,0,56.69230769
201RDW790,37.88251048,-122.5770886,2.520900001,0.045733919,0.049440347,0.29271274,1.420999809,0,373,5194.690039,0.187999994,0,20.57142857,416,8,904.2857143,0,2,0,0,83818.29688,1.73300004,Chaparral,Coastal Chaparral,0,43,854.1833191,1832.099976,213.3333333,0,0,54.42857143
201ROD040,37.839207,-122.516654,3.682800038,0.046300334,0.049764117,0.295801394,1.487870114,4.57648236,313,,0.164258852,0.164258852,-1,334,9,827,1.4,3.792384295,,0.157700551,73394.70313,1.883071457,Chaparral,,0.051008537,21,600.666687,1753.5,206.8,127.3721984,0,57
201ROD050,37.833245,-122.516824,4.011300927,0.046407535,0.049764498,0.29624001,1.494171647,4.408739603,321,,0.162,0.162,-1,334,9,741.8181818,1,3.683492143,,0.149458019,73394.70313,1.924000025,Chaparral,,0.051862678,13,574.2000122,1753.5,207,123.8300466,0,56.09090909
201TVY030,37.848478,-122.542761,4.961728861,0.046140422,0.049623104,0.29480828,1.470679975,4.196518936,297,,0.170316064,0.170316064,-0.5625,317,9,854.0833333,1.166666667,3.54572664,,0.089258821,68764,1.851238126,Chaparral,,0.052943299,20,625.8333496,1722.699951,205,119.3486738,0,56.625
201WBB010,37.88671,-122.62655,2.881800726,0.045524968,0.049298269,0.291520265,1.430679659,4.922815557,518,,0.194843373,0.194843373,28.77777778,635,8.333333333,998.1666667,1.6,4.017210499,,0.094083161,78474.39844,1.768272768,Chaparral,,0.049245018,117,968.166687,1768.099976,233,134.685568,0,55
201WLK010,38.2245,-122.9011389,174.2580273,0.042490009,0.047553682,0.275030179,1.503620428,3.146857094,463,,0.256903848,0.256903848,63.13197026,467,11.38175047,1031.41688,0.985645933,4.032415886,,0.033732322,87480.60156,1.693297853,Chaparral,,0.060435385,4,957.5038193,1870.300049,262.4688995,97.68006484,0,71.14711359
201WLK030,38.241189,-122.904675,8.365502288,0.040429696,0.045414449,0.261516851,1.460803192,1.50252589,170,,0.307849516,0.307849516,73.2,183,10.24,973.1176471,1,1.791284094,,0.122927929,90422.89844,0.830714294,Chaparral,,0.08250185,13,958.0933472,1915.900024,244.4545455,62.57353193,0,65.16
201WLK050,38.243357,-122.899667,6.957001218,0.040500934,0.045498677,0.262009715,1.461458445,1.490535021,170,,0.308324434,0.308324434,73,183,10.27272727,979.3529412,1,1.783463955,,0.12039179,90422.89844,0.870555566,Chaparral,,0.082664996,13,961.8285871,1915.900024,247.25,62.32105255,0,65.36363636
201WLK098,38.215233,-122.864597,158.3477997,0.042654966,0.047735225,0.27613795,1.503879562,3.240642819,434,,0.256768368,0.256768368,62.50408163,467,11.42040816,1037.558333,1.005181347,4.309014797,,0.03181277,92880.79688,1.718679314,Chaparral,,0.059351046,33,962.1959536,1930.400024,263.7720207,99.79844283,0,71.40204082
201WLK100,38.213923,-122.858145,52.40274337,0.042203158,0.04740583,0.273518081,1.490514251,3.254309768,397,,0.272095477,0.272095477,67.6993865,420,10.78527607,1026.226891,1,3.527491002,,0.0380874,92880.79688,1.452345485,Chaparral,,0.054058037,23,894.4019048,1930.400024,264.765625,96.96078975,0,68.84662577
201WLK120,38.20764,-122.79456,31.14899829,0.042603132,0.047879461,0.276285651,1.483774602,3.378009557,369,,0.278925171,0.278925171,65.27272727,420,10.74747475,1035.693333,1,3.610514758,,0.059905162,91687.79688,1.339946591,Chaparral,,0.053007927,51,865.090183,2043,270.7435897,99.55919664,0,69.04040404
201WLK130,38.205641,-122.772203,15.87819758,0.042736874,0.048130284,0.277441599,1.459497333,3.260066923,281,,0.302179864,0.302179864,66.07843137,349,10.1372549,995.1428571,1,3.713602945,,0.073061811,91687.79688,0.902753855,Chaparral,,0.053191383,68,802.1843046,2043,272.5238095,96.31825508,0,66.21568627
201WLK140,38.21192,-122.86006,104.3307183,0.0428968,0.04791556,0.277550191,1.510964234,3.229514759,436,,0.248709909,0.248709909,59.46417445,467,11.71962617,1043.384937,1.0078125,4.703187901,,0.029028729,92880.79688,1.867388418,Chaparral,,0.06206387,31,987.2065327,1930.400024,263.3359375,101.1565764,0,72.56697819
201WLK150,38.184404,-122.838774,93.18240135,0.043051312,0.048076552,0.278565804,1.510472568,3.226768815,419,,0.249405532,0.249405532,58.271777,467,11.79442509,1044.817757,1.00877193,4.738099021,,0.031733679,99372.39844,1.86059331,Chaparral,,0.062164111,48,980.903216,1991.5,264.4912281,101.1443807,0,72.69686411
201WLK160,38.175383,-122.820877,81.5958012,0.043225845,0.048276057,0.279757302,1.511424481,3.314934444,418,,0.249554461,0.249554461,57.19123506,467,11.93625498,1048.241935,0.901960784,3.436631765,,0.035200077,99372.39844,1.872632698,Chaparral,,0.058187878,49,971.4187416,1991.5,266.9215686,101.1662552,0,73.06374502
201WLK165,38.17221,-122.81526,78.70230082,0.043265836,0.048318249,0.280021623,1.511284897,3.313503514,418,,0.249810341,0.249810341,56.85185185,467,11.94650206,1047.972067,0.898989899,3.449461154,,0.03554112,99372.39844,1.87234351,Chaparral,,0.058217607,49,969.0099487,1991.5,266.959596,101.1489188,0,73.08641975
201WLK170,38.164523,-122.811387,8.324426874,0.042267334,0.047100793,0.2730119,1.514999986,3.057740692,255,,0.243000001,0.243000001,62.16,316,11.28,995.2222222,1.090909091,7.187290264,,0.03147472,98017.70313,1.927000046,Chaparral,,0.069594423,61,1046.983301,2033.300049,263,101.008384,0,72.04
201WLK178,38.163658,-122.783144,63.8918993,0.04348993,0.048579732,0.281565733,1.510470511,3.346842053,391,,0.251307119,0.251307119,55.50510204,467,12.0255102,1053.594406,0.87012987,3.021876149,,0.037248452,98017.70313,1.856630234,Chaparral,,0.056984933,76,940.726982,2033.300049,266.5454545,101.2893522,0,73.12755102
201WLK180,38.161999,-122.780384,13.39206001,0.043189082,0.048362464,0.279815356,1.514999981,3.350320323,347,,0.243000001,0.243000001,59.02564103,420,12,1075.129032,1,3.018205421,,0.032484268,98017.70313,1.927000046,Chaparral,,0.057028139,73,950.5,2033.300049,266.6875,101.3878313,0,74.87179487
201WLK190,38.16458,-122.77194,11.96280251,0.043251637,0.048444552,0.280268291,1.515001438,3.325514132,336,,0.243000001,0.243000001,58.8,420,12,1075.964286,1,3.044384182,,0.025309518,98017.70313,1.927000046,Chaparral,,0.056720002,84,935.5571463,2033.300049,267.125,100.6855017,0,74.82857143
201WLK200,38.157596,-122.78409,50.08516361,0.043570895,0.048637453,0.28203505,1.509186893,3.347541879,396,,0.2535974,0.2535974,54.40909091,467,12.03246753,1049.087719,0.830508475,3.021137601,,0.038908783,98017.70313,1.838620898,Chaparral,,0.056993626,71,937.1399976,2033.300049,266.4745763,101.3091661,0,72.64285714
201WLK230,38.143242,-122.724455,22.62958657,0.044045384,0.049202954,0.285336866,1.504668291,3.314982691,357,,0.261663009,0.261663009,51.98571429,467,12.17142857,1062.961538,0.62962963,3.055498347,,0.03725606,99291.20313,1.75695749,Chaparral,,0.056589182,110,876.7555567,2049.699951,267.2592593,100.3873285,0,71.92857143
201WLK240,38.135978,-122.709804,10.5947994,0.044174206,0.049256634,0.285984267,1.515010178,3.363109112,331,,0.243000001,0.243000001,49.87878788,448,12.42424242,1061.521739,0.166666667,3.004709005,,0.064661853,99291.20313,1.927000046,Chaparral,,0.057186998,117,846.563643,2049.699951,266.4166667,101.7499161,0,72.39393939
202BUT010,37.250117,-122.395472,52.6241561,0.044581186,0.039879018,0.264435332,1.470317266,8.913653393,701,,0.207443741,0.207443741,61.40506329,711,11.77848101,890.3934426,3.029411765,3.623617422,,0.123826955,66996.5,3.911502234,Chaparral,,0.956260042,10,1250.764766,1809.400024,251.5294118,66.98999195,0,74.74683544
202BUT020,37.23395,-122.36719,47.44350073,0.044580535,0.039827169,0.264315693,1.464900501,9.000653297,687,,0.203020569,0.203020569,61.72916667,711,11.875,905.4495413,3.034482759,3.611124103,,0.12342452,66996.5,4.001060257,Chaparral,,1.00227428,24,1254.783353,1809.400024,258.5862069,67.43015002,0,75
202BUT030,37.22474,-122.33254,29.19150119,0.044620946,0.03984266,0.264538579,1.458697056,6.981105913,662,,0.191146346,0.191146346,63.05555556,711,12,967.0461538,3.052631579,2.878366783,,0.126493232,77491.20313,4.439645067,Chaparral,,1.07101112,49,1285.820708,1921.699951,269.0263158,68.76634699,0,75.81111111
202BUT040,37.24195,-122.31719,24.21540104,0.044625832,0.039812734,0.264495454,1.45745996,4.805921497,623,,0.188210875,0.188210875,63.27027027,711,12,1000.315789,3.032258065,2.177879281,,0.129793113,76949.5,4.581823391,Chaparral,,1.02881375,88,1287.193064,1922.199951,272.2258065,69.20878404,0,75.90540541
202BUT050,37.20607,-122.33483,6.594298886,0.044522163,0.0397021,0.263763858,1.462780335,16.93262785,451,,0.201028955,0.201028955,61.28571429,533,12,888.8235294,3,6.083114253,,0.111491713,77491.20313,3.864571486,Chaparral,,1.264065117,82,1238.925034,1921.699951,253.75,66.74218664,0,75.33333333
202BUT480,37.213634,-122.314113,3.335400245,0.044543106,0.039735873,0.263935926,1.462644824,16.33431997,376,,0.200397577,0.200397577,62.11111111,533,12,922.25,3,5.890437625,,0.112128841,77491.20313,3.884714365,Chaparral,,1.252458276,157,1254.855591,1921.699951,262.3333333,66.86388371,0,76.11111111
202BUT600,37.21523067,-122.3085367,2.761913766,0.04455722,0.039751227,0.264035582,1.462299267,16.07852738,356,,0.199830179,0.199830179,62.1,533,12,910.25,3,5.808063225,,0.112479938,88759,4.064272751,Chaparral,,1.247496042,177,1254.855591,2059.5,261.75,66.91591246,0,76.1
202BUT850,37.22664,-122.2412,2.376900216,0.044548072,0.039381704,0.263190786,1.457000017,3.250529051,331,,0.187000006,0.187000006,63,708,12,1093.2,3,1.676987052,,0.131926998,102489.8984,4.712999821,Chaparral,,0.998640001,377,1236.744425,2079.600098,274.6666667,69.52515411,0,74
202DRY010,37.35917,-122.39124,6.03270018,0.045066386,0.041966369,0.271258124,1.505006676,1.490535021,326,,0.255744703,0.255744703,61.33333333,338,11.94444444,769.5333333,3,1.783463955,,0.135915995,72121.5,2.307461519,Chaparral,,0.082664996,12,1294.426636,1842.400024,222.8333333,62.32105255,0,76.55555556
202LAH950,37.38878,-122.284299,1.161900047,0.045357112,0.042365499,0.27346912,1.462861697,4.156566215,148,,0.187049267,0.187049267,54,713,12,1079,1,1.968763559,,0.130113393,102261.5,4.712999821,Chaparral,,1.016216618,565,1391.333374,1990.900024,259,69.34086426,0,76
